,entity,orig_arc,final_arc,arc_reduce,orig_sdArc,final_sdArc,sdArc_reduce
3416,I46P33,10,10,0%,2,2,0%
3417,I46P34,10,10,0%,2,2,0%
3418,I46P35,10,10,0%,2,2,0%
3419,I46P36,10,10,0%,2,2,0%
3420,I46P37,10,10,0%,2,2,0%
3421,I46P38,10,10,0%,2,2,0%
3422,I46P39,10,10,0%,2,2,0%
3423,I46P40,10,10,0%,2,2,0%
3424,I46P41,10,10,0%,2,2,0%
3425,I46P42,10,10,0%,2,2,0%
3426,I46P43,10,10,0%,2,2,0%
3427,I46P44,10,10,0%,2,2,0%
3428,I46P45,10,10,0%,2,2,0%
3429,I46P46,10,10,0%,2,2,0%
3430,I46P47,10,10,0%,2,2,0%
3431,I46P48,10,10,0%,2,2,0%
3432,I46P49,10,10,0%,2,2,0%
3433,I46P50,10,10,0%,2,2,0%
3434,I46P51,10,10,0%,2,2,0%
3435,I46P52,10,10,0%,2,2,0%
3436,I46P53,10,10,0%,2,2,0%
3437,I46P54,10,10,0%,2,2,0%
3438,I46P55,10,10,0%,2,2,0%
3439,I46P56,10,10,0%,2,2,0%
3440,I46P57,10,10,0%,2,2,0%
3441,I46P58,10,10,0%,2,2,0%
3442,I46P59,10,10,0%,2,2,0%
3443,I46P60,10,10,0%,2,2,0%
3444,I46P61,10,10,0%,2,2,0%
3445,I46P62,10,10,0%,2,2,0%
3446,I46P63,10,10,0%,2,2,0%
3447,I46P64,10,10,0%,2,2,0%
3448,I46P65,10,10,0%,2,2,0%
3449,I46P66,10,10,0%,2,2,0%
3450,I46P67,10,10,0%,2,2,0%
3451,I46P68,10,10,0%,2,2,0%
3452,I46P69,10,10,0%,2,2,0%
3453,I46P70,10,10,0%,2,2,0%
3454,I46P71,10,10,0%,2,2,0%
3455,I46P72,10,10,0%,2,2,0%
3456,I46P73,10,10,0%,2,2,0%
3457,I46P74,10,10,0%,2,2,0%
3458,I46P75,10,10,0%,2,2,0%
3459,I46P76,10,10,0%,2,2,0%
3460,I46P77,10,10,0%,2,2,0%
3461,I46P78,10,10,0%,2,2,0%
3462,I46P79,10,10,0%,2,2,0%
3463,I46P80,10,10,0%,2,2,0%
3464,I46P81,10,10,0%,2,2,0%
3465,I46P82,10,10,0%,2,2,0%
3466,I46P83,10,10,0%,2,2,0%
3467,I46P84,10,10,0%,2,2,0%
3468,I46P85,10,10,0%,2,2,0%
3469,I46P86,10,10,0%,2,2,0%
3470,I46P87,10,10,0%,2,2,0%
3471,I46P88,10,10,0%,2,2,0%
3472,I46P89,10,10,0%,2,2,0%
3473,I46P90,10,10,0%,2,2,0%
3474,I46P91,10,10,0%,2,2,0%
3475,I46P92,10,10,0%,2,2,0%
3476,I46P93,10,10,0%,2,2,0%
3477,I46P94,10,10,0%,2,2,0%
3478,I46P95,10,10,0%,2,2,0%
3479,I47P00,21,21,0%,3,3,0%
3480,I47P01,21,21,0%,3,3,0%
3481,I47P02,21,21,0%,3,3,0%
3482,I47P03,21,21,0%,3,3,0%
3483,I47P04,21,21,0%,3,3,0%
3484,I47P05,21,21,0%,3,3,0%
3485,I47P06,21,21,0%,3,3,0%
3486,I47P07,21,21,0%,3,3,0%
3487,I47P08,21,21,0%,3,3,0%
3488,I47P09,21,21,0%,3,3,0%
3489,I47P10,21,21,0%,3,3,0%
3490,I47P11,21,21,0%,3,3,0%
3491,I47P12,21,21,0%,3,3,0%
3492,I47P13,21,21,0%,3,3,0%
3493,I47P14,21,21,0%,3,3,0%
3494,I47P15,21,21,0%,3,3,0%
3495,I47P16,21,21,0%,3,3,0%
3496,I47P17,21,21,0%,3,3,0%
3497,I47P18,21,21,0%,3,3,0%
3498,I47P19,21,21,0%,3,3,0%
3499,I47P20,21,21,0%,3,3,0%
3500,I47P21,21,21,0%,3,3,0%
3501,I47P22,21,21,0%,3,3,0%
3502,I47P23,21,21,0%,3,3,0%
3503,I47P24,21,21,0%,3,3,0%
3504,I47P25,21,21,0%,3,3,0%
3505,I47P26,21,21,0%,3,3,0%
3506,I47P27,21,21,0%,3,3,0%
3507,I47P28,21,21,0%,3,3,0%
3508,I47P29,21,21,0%,3,3,0%
3509,I47P30,21,21,0%,3,3,0%
3510,I47P31,21,21,0%,3,3,0%
3511,I47P32,21,21,0%,3,3,0%
3512,I47P33,21,21,0%,3,3,0%
3513,I47P34,21,21,0%,3,3,0%
3514,I47P35,21,21,0%,3,3,0%
3515,I47P36,21,21,0%,3,3,0%
3516,I47P37,21,21,0%,3,3,0%
3517,I47P38,21,21,0%,3,3,0%
3518,I47P39,21,21,0%,3,3,0%
3519,I47P40,21,21,0%,3,3,0%
3520,I47P41,21,21,0%,3,3,0%
3521,I47P42,21,21,0%,3,3,0%
3522,I47P43,21,21,0%,3,3,0%
3523,I47P44,21,21,0%,3,3,0%
3524,I47P45,21,21,0%,3,3,0%
3525,I48P00,6,6,0%,2,2,0%
3526,I48P01,6,6,0%,2,2,0%
3527,I48P02,6,6,0%,2,2,0%
3528,I48P03,6,6,0%,2,2,0%
3529,I48P04,6,6,0%,2,2,0%
3530,I48P05,6,6,0%,2,2,0%
3531,I48P06,6,6,0%,2,2,0%
3532,I48P07,6,6,0%,2,2,0%
3533,I48P08,6,6,0%,2,2,0%
3534,I48P09,6,6,0%,2,2,0%
3535,I48P10,6,6,0%,2,2,0%
3536,I48P11,6,6,0%,2,2,0%
3537,I48P12,6,6,0%,2,2,0%
3538,I48P13,6,6,0%,2,2,0%
3539,I48P14,6,6,0%,2,2,0%
3540,I48P15,6,6,0%,2,2,0%
3541,I48P16,6,6,0%,2,2,0%
3542,I48P17,6,6,0%,2,2,0%
3543,I48P18,6,6,0%,2,2,0%
3544,I48P19,6,6,0%,2,2,0%
3545,I48P20,6,6,0%,2,2,0%
3546,I48P21,6,6,0%,2,2,0%
3547,I48P22,6,6,0%,2,2,0%
3548,I48P23,6,6,0%,2,2,0%
3549,I48P24,6,6,0%,2,2,0%
3550,I48P25,6,6,0%,2,2,0%
3551,I48P26,6,6,0%,2,2,0%
3552,I48P27,6,6,0%,2,2,0%
3553,I48P28,6,6,0%,2,2,0%
3554,I48P29,6,6,0%,2,2,0%
3555,I48P30,6,6,0%,2,2,0%
3556,I48P31,6,6,0%,2,2,0%
3557,I48P32,6,6,0%,2,2,0%
3558,I48P33,6,6,0%,2,2,0%
3559,I48P34,6,6,0%,2,2,0%
3560,I48P35,6,6,0%,2,2,0%
3561,I48P36,6,6,0%,2,2,0%
3562,I48P37,6,6,0%,2,2,0%
3563,I48P38,6,6,0%,2,2,0%
3564,I48P39,6,6,0%,2,2,0%
3565,I48P40,6,6,0%,2,2,0%
3566,I48P41,6,6,0%,2,2,0%
3567,I48P42,6,6,0%,2,2,0%
3568,I48P43,6,6,0%,2,2,0%
3569,I48P44,6,6,0%,2,2,0%
3570,I48P45,6,6,0%,2,2,0%
3571,I48P46,6,6,0%,2,2,0%
3572,I48P47,6,6,0%,2,2,0%
3573,I48P48,6,6,0%,2,2,0%
3574,I48P49,6,6,0%,2,2,0%
3575,I49P00,42,42,0%,2,2,0%
3576,I49P01,42,42,0%,2,2,0%
3577,I49P02,42,42,0%,2,2,0%
3578,I49P03,42,42,0%,2,2,0%
3579,I49P04,42,42,0%,2,2,0%
3580,I49P05,42,42,0%,2,2,0%
3581,I49P06,42,42,0%,2,2,0%
3582,I49P07,42,42,0%,2,2,0%
3583,I49P08,42,42,0%,2,2,0%
3584,I49P09,42,42,0%,2,2,0%
3585,I49P10,42,42,0%,2,2,0%
3586,I49P11,42,42,0%,2,2,0%
3587,I49P12,42,42,0%,2,2,0%
3588,I49P13,42,42,0%,2,2,0%
3589,I49P14,42,42,0%,2,2,0%
3590,I49P15,42,42,0%,2,2,0%
3591,I49P16,42,42,0%,2,2,0%
3592,I49P17,42,42,0%,2,2,0%
3593,I49P18,42,42,0%,2,2,0%
3594,I49P19,42,42,0%,2,2,0%
3595,I49P20,42,42,0%,2,2,0%
3596,I49P21,42,42,0%,2,2,0%
3597,I49P22,42,42,0%,2,2,0%
3598,I49P23,42,42,0%,2,2,0%
3599,I49P24,42,42,0%,2,2,0%
3600,I49P25,42,42,0%,2,2,0%
3601,I49P26,42,42,0%,2,2,0%
3602,I49P27,42,42,0%,2,2,0%
3603,I49P28,42,42,0%,2,2,0%
3604,I49P29,42,42,0%,2,2,0%
3605,I49P30,42,42,0%,2,2,0%
3606,I49P31,42,42,0%,2,2,0%
3607,I49P32,42,42,0%,2,2,0%
3608,I49P33,42,42,0%,2,2,0%
3609,I49P34,42,42,0%,2,2,0%
3610,I49P35,42,42,0%,2,2,0%
3611,I49P36,42,42,0%,2,2,0%
3612,I49P37,42,42,0%,2,2,0%
3613,I49P38,42,42,0%,2,2,0%
3614,I49P39,42,42,0%,2,2,0%
3615,I49P40,42,42,0%,2,2,0%
3616,I49P41,42,42,0%,2,2,0%
3617,I49P42,42,42,0%,2,2,0%
3618,I49P43,42,42,0%,2,2,0%
3619,I49P44,42,42,0%,2,2,0%
3620,I49P45,42,42,0%,2,2,0%
3621,I49P46,42,42,0%,2,2,0%
3622,I49P47,42,42,0%,2,2,0%
3623,I49P48,42,42,0%,2,2,0%
3624,I49P49,42,42,0%,2,2,0%
3625,I49P50,42,42,0%,2,2,0%
3626,I49P51,42,42,0%,2,2,0%
3627,I49P52,42,42,0%,2,2,0%
3628,I49P53,42,42,0%,2,2,0%
3629,I49P54,42,42,0%,2,2,0%
3630,I49P55,42,42,0%,2,2,0%
3631,I49P56,42,42,0%,2,2,0%
3632,I49P57,42,42,0%,2,2,0%
3633,I49P58,42,42,0%,2,2,0%
3634,I49P59,42,42,0%,2,2,0%
3635,I49P60,42,42,0%,2,2,0%
3636,I49P61,42,42,0%,2,2,0%
3637,I49P62,42,42,0%,2,2,0%
3638,I49P63,42,42,0%,2,2,0%
3639,I49P64,42,42,0%,2,2,0%
3640,I49P65,42,42,0%,2,2,0%
3641,I49P66,42,42,0%,2,2,0%
3642,I49P67,42,42,0%,2,2,0%
3643,I49P68,42,42,0%,2,2,0%
3644,I49P69,42,42,0%,2,2,0%
3645,I49P70,42,42,0%,2,2,0%
3646,I49P71,42,42,0%,2,2,0%
3647,I49P72,42,42,0%,2,2,0%
3648,I49P73,42,42,0%,2,2,0%
3649,I49P74,42,42,0%,2,2,0%
3650,I49P75,42,42,0%,2,2,0%
3651,I49P76,42,42,0%,2,2,0%
3652,I49P77,42,42,0%,2,2,0%
3653,I49P78,42,42,0%,2,2,0%
3654,I49P79,42,42,0%,2,2,0%
3655,I49P80,42,42,0%,2,2,0%
3656,I49P81,42,42,0%,2,2,0%
3657,I49P82,42,42,0%,2,2,0%
3658,I49P83,42,42,0%,2,2,0%
3659,I49P84,42,42,0%,2,2,0%
3660,I49P85,42,42,0%,2,2,0%
3661,I49P86,42,42,0%,2,2,0%
3662,I49P87,42,42,0%,2,2,0%
3663,I49P88,42,42,0%,2,2,0%
3664,I49P89,42,42,0%,2,2,0%
3665,I49P90,42,42,0%,2,2,0%
3666,I49P91,42,42,0%,2,2,0%
3667,I49P92,42,42,0%,2,2,0%
3668,I49P93,42,42,0%,2,2,0%
3669,I49P94,42,42,0%,2,2,0%
3670,I49P95,42,42,0%,2,2,0%
3671,I50P00,500,45,91%,2,2,0%
3672,I50P01,500,45,91%,2,2,0%
3673,I50P02,500,45,91%,2,2,0%
3674,I50P03,500,45,91%,2,2,0%
3675,I50P04,500,45,91%,2,2,0%
3676,I50P05,500,45,91%,2,2,0%
3677,I50P06,500,45,91%,2,2,0%
3678,I50P07,500,45,91%,2,2,0%
3679,I50P08,500,45,91%,2,2,0%
3680,I50P09,500,45,91%,2,2,0%
3681,I50P10,500,45,91%,2,2,0%
3682,I50P11,500,45,91%,2,2,0%
3683,I50P12,500,45,91%,2,2,0%
3684,I50P13,500,45,91%,2,2,0%
3685,I50P14,500,45,91%,2,2,0%
3686,I50P15,500,45,91%,2,2,0%
3687,I50P16,500,45,91%,2,2,0%
3688,I50P17,500,45,91%,2,2,0%
3689,I50P18,500,45,91%,2,2,0%
3690,I50P19,500,45,91%,2,2,0%
3691,I50P20,500,45,91%,2,2,0%
3692,I50P21,500,45,91%,2,2,0%
3693,I50P22,500,45,91%,2,2,0%
3694,I50P23,500,45,91%,2,2,0%
3695,I50P24,500,45,91%,2,2,0%
3696,I50P25,500,45,91%,2,2,0%
3697,I50P26,500,45,91%,2,2,0%
3698,I50P27,500,45,91%,2,2,0%
3699,I50P28,500,45,91%,2,2,0%
3700,I50P29,500,45,91%,2,2,0%
3701,I50P30,500,45,91%,2,2,0%
3702,I50P31,500,45,91%,2,2,0%
3703,I50P32,500,45,91%,2,2,0%
3704,I50P33,500,45,91%,2,2,0%
3705,I50P34,500,45,91%,2,2,0%
3706,I50P35,500,45,91%,2,2,0%
3707,I50P36,500,45,91%,2,2,0%
3708,I50P37,500,45,91%,2,2,0%
3709,I50P38,500,45,91%,2,2,0%
3710,I50P39,500,45,91%,2,2,0%
3711,I50P40,500,45,91%,2,2,0%
3712,I50P41,500,45,91%,2,2,0%
3713,I50P42,500,45,91%,2,2,0%
3714,I50P43,500,45,91%,2,2,0%
3715,I50P44,500,45,91%,2,2,0%
3716,I50P45,500,45,91%,2,2,0%
3717,I50P46,500,45,91%,2,2,0%
3718,I50P47,500,45,91%,2,2,0%
3719,I50P48,500,45,91%,2,2,0%
3720,I50P49,500,45,91%,2,2,0%
3721,I50P50,500,45,91%,2,2,0%
3722,I50P51,500,45,91%,2,2,0%
3723,I50P52,500,45,91%,2,2,0%
3724,I50P53,500,45,91%,2,2,0%
3725,I50P54,500,45,91%,2,2,0%
3726,I50P55,500,45,91%,2,2,0%
3727,I50P56,500,45,91%,2,2,0%
3728,I50P57,500,45,91%,2,2,0%
3729,I50P58,500,45,91%,2,2,0%
3730,I50P59,500,45,91%,2,2,0%
3731,I50P60,500,45,91%,2,2,0%
3732,I50P61,500,45,91%,2,2,0%
3733,I50P62,500,45,91%,2,2,0%
3734,I50P63,500,45,91%,2,2,0%
3735,I50P64,500,45,91%,2,2,0%
3736,I50P65,500,45,91%,2,2,0%
3737,I50P66,500,45,91%,2,2,0%
3738,I50P67,500,45,91%,2,2,0%
3739,I50P68,500,45,91%,2,2,0%
3740,I50P69,500,45,91%,2,2,0%
3741,I50P70,500,45,91%,2,2,0%
3742,I50P71,500,45,91%,2,2,0%
3743,I50P72,500,45,91%,2,2,0%
3744,I50P73,500,45,91%,2,2,0%
3745,I50P74,500,45,91%,2,2,0%
3746,I50P75,500,45,91%,2,2,0%
3747,I50P76,500,45,91%,2,2,0%
3748,I50P77,500,45,91%,2,2,0%
3749,I50P78,500,45,91%,2,2,0%
3750,I50P79,500,45,91%,2,2,0%
3751,I50P80,500,45,91%,2,2,0%
3752,I50P81,500,45,91%,2,2,0%
3753,I50P82,500,45,91%,2,2,0%
3754,I50P83,500,45,91%,2,2,0%
3755,I50P84,500,45,91%,2,2,0%
3756,I50P85,500,45,91%,2,2,0%
3757,I50P86,500,45,91%,2,2,0%
3758,I50P87,500,45,91%,2,2,0%
3759,I50P88,500,45,91%,2,2,0%
3760,I50P89,500,45,91%,2,2,0%
3761,I50P90,500,45,91%,2,2,0%
3762,I50P91,500,45,91%,2,2,0%
3763,I50P92,500,45,91%,2,2,0%
3764,I50P93,500,45,91%,2,2,0%
3765,I50P94,500,45,91%,2,2,0%
3766,I50P95,500,45,91%,2,2,0%
3767,I51P00,24,24,0%,2,2,0%
3768,I51P01,24,24,0%,2,2,0%
3769,I51P02,24,24,0%,2,2,0%
3770,I51P03,24,24,0%,2,2,0%
3771,I51P04,24,24,0%,2,2,0%
3772,I51P05,24,24,0%,2,2,0%
3773,I51P06,24,24,0%,2,2,0%
3774,I51P07,24,24,0%,2,2,0%
3775,I51P08,24,24,0%,2,2,0%
3776,I51P09,24,24,0%,2,2,0%
3777,I51P10,24,24,0%,2,2,0%
3778,I51P11,24,24,0%,2,2,0%
3779,I51P12,24,24,0%,2,2,0%
3780,I51P13,24,24,0%,2,2,0%
3781,I51P14,24,24,0%,2,2,0%
3782,I51P15,24,24,0%,2,2,0%
3783,I51P16,24,24,0%,2,2,0%
3784,I51P17,24,24,0%,2,2,0%
3785,I51P18,24,24,0%,2,2,0%
3786,I51P19,24,24,0%,2,2,0%
3787,I51P20,24,24,0%,2,2,0%
3788,I51P21,24,24,0%,2,2,0%
3789,I51P22,24,24,0%,2,2,0%
3790,I51P23,24,24,0%,2,2,0%
3791,I51P24,24,24,0%,2,2,0%
3792,I51P25,24,24,0%,2,2,0%
3793,I51P26,24,24,0%,2,2,0%
3794,I51P27,24,24,0%,2,2,0%
3795,I51P28,24,24,0%,2,2,0%
3796,I51P29,24,24,0%,2,2,0%
3797,I51P30,24,24,0%,2,2,0%
3798,I51P31,24,24,0%,2,2,0%
3799,I51P32,24,24,0%,2,2,0%
3800,I51P33,24,24,0%,2,2,0%
3801,I51P34,24,24,0%,2,2,0%
3802,I51P35,24,24,0%,2,2,0%
3803,I51P36,24,24,0%,2,2,0%
3804,I51P37,24,24,0%,2,2,0%
3805,I51P38,24,24,0%,2,2,0%
3806,I51P39,24,24,0%,2,2,0%
3807,I51P40,24,24,0%,2,2,0%
3808,I51P41,24,24,0%,2,2,0%
3809,I51P42,24,24,0%,2,2,0%
3810,I51P43,24,24,0%,2,2,0%
3811,I51P44,24,24,0%,2,2,0%
3812,I51P45,24,24,0%,2,2,0%
3813,I51P46,24,24,0%,2,2,0%
3814,I51P47,24,24,0%,2,2,0%
3815,I51P48,24,24,0%,2,2,0%
3816,I51P49,24,24,0%,2,2,0%
3817,I51P50,24,24,0%,2,2,0%
3818,I51P51,24,24,0%,2,2,0%
3819,I51P52,24,24,0%,2,2,0%
3820,I51P53,24,24,0%,2,2,0%
3821,I51P54,24,24,0%,2,2,0%
3822,I51P55,24,24,0%,2,2,0%
3823,I51P56,24,24,0%,2,2,0%
3824,I51P57,24,24,0%,2,2,0%
3825,I51P58,24,24,0%,2,2,0%
3826,I51P59,24,24,0%,2,2,0%
3827,I51P60,24,24,0%,2,2,0%
3828,I51P61,24,24,0%,2,2,0%
3829,I51P62,24,24,0%,2,2,0%
3830,I51P63,24,24,0%,2,2,0%
3831,I51P64,24,24,0%,2,2,0%
3832,I51P65,24,24,0%,2,2,0%
3833,I52P00,150,50,67%,3,3,0%
3834,I52P01,150,50,67%,3,3,0%
3835,I52P02,150,50,67%,3,3,0%
3836,I52P03,150,50,67%,3,3,0%
3837,I52P04,150,50,67%,3,3,0%
3838,I52P05,150,50,67%,3,3,0%
3839,I52P06,150,50,67%,3,3,0%
3840,I52P07,150,50,67%,3,3,0%
3841,I52P08,150,50,67%,3,3,0%
3842,I52P09,150,50,67%,3,3,0%
3843,I52P10,150,50,67%,3,3,0%
3844,I52P11,150,50,67%,3,3,0%
3845,I52P12,150,50,67%,3,3,0%
3846,I52P13,150,50,67%,3,3,0%
3847,I52P14,150,50,67%,3,3,0%
3848,I52P15,150,50,67%,3,3,0%
3849,I52P16,150,50,67%,3,3,0%
3850,I52P17,150,50,67%,3,3,0%
3851,I52P18,150,50,67%,3,3,0%
3852,I52P19,150,50,67%,3,3,0%
3853,I52P20,150,50,67%,3,3,0%
3854,I52P21,150,50,67%,3,3,0%
3855,I52P22,150,50,67%,3,3,0%
3856,I52P23,150,50,67%,3,3,0%
3857,I52P24,150,50,67%,3,3,0%
3858,I52P25,150,50,67%,3,3,0%
3859,I52P26,150,50,67%,3,3,0%
3860,I52P27,150,50,67%,3,3,0%
3861,I52P28,150,50,67%,3,3,0%
3862,I52P29,150,50,67%,3,3,0%
3863,I52P30,150,50,67%,3,3,0%
3864,I52P31,150,50,67%,3,3,0%
3865,I52P32,150,50,67%,3,3,0%
3866,I52P33,150,50,67%,3,3,0%
3867,I53P00,150,50,67%,3,3,0%
3868,I53P01,150,50,67%,3,3,0%
3869,I53P02,150,50,67%,3,3,0%
3870,I53P03,150,50,67%,3,3,0%
3871,I53P04,150,50,67%,3,3,0%
3872,I53P05,150,50,67%,3,3,0%
3873,I53P06,150,50,67%,3,3,0%
3874,I53P07,150,50,67%,3,3,0%
3875,I53P08,150,50,67%,3,3,0%
3876,I53P09,150,50,67%,3,3,0%
3877,I53P10,150,50,67%,3,3,0%
3878,I53P11,150,50,67%,3,3,0%
3879,I53P12,150,50,67%,3,3,0%
3880,I53P13,150,50,67%,3,3,0%
3881,I53P14,150,50,67%,3,3,0%
3882,I53P15,150,50,67%,3,3,0%
3883,I53P16,150,50,67%,3,3,0%
3884,I53P17,150,50,67%,3,3,0%
3885,I53P18,150,50,67%,3,3,0%
3886,I53P19,150,50,67%,3,3,0%
3887,I53P20,150,50,67%,3,3,0%
3888,I53P21,150,50,67%,3,3,0%
3889,I53P22,150,50,67%,3,3,0%
3890,I53P23,150,50,67%,3,3,0%
3891,I53P24,150,50,67%,3,3,0%
3892,I53P25,150,50,67%,3,3,0%
3893,I53P26,150,50,67%,3,3,0%
3894,I53P27,150,50,67%,3,3,0%
3895,I53P28,150,50,67%,3,3,0%
3896,I53P29,150,50,67%,3,3,0%
3897,I54P00,49,49,0%,2,2,0%
3898,I54P01,49,49,0%,2,2,0%
3899,I54P02,49,49,0%,2,2,0%
3900,I54P03,49,49,0%,2,2,0%
3901,I54P04,49,49,0%,2,2,0%
3902,I54P05,49,49,0%,2,2,0%
3903,I54P06,49,49,0%,2,2,0%
3904,I54P07,49,49,0%,2,2,0%
3905,I54P08,49,49,0%,2,2,0%
3906,I54P09,49,49,0%,2,2,0%
3907,I54P10,49,49,0%,2,2,0%
3908,I54P11,49,49,0%,2,2,0%
3909,I54P12,49,49,0%,2,2,0%
3910,I54P13,49,49,0%,2,2,0%
3911,I54P14,49,49,0%,2,2,0%
3912,I54P15,49,49,0%,2,2,0%
3913,I54P16,49,49,0%,2,2,0%
3914,I54P17,49,49,0%,2,2,0%
3915,I54P18,49,49,0%,2,2,0%
3916,I54P19,49,49,0%,2,2,0%
3917,I54P20,49,49,0%,2,2,0%
3918,I54P21,49,49,0%,2,2,0%
3919,I54P22,49,49,0%,2,2,0%
3920,I54P23,49,49,0%,2,2,0%
3921,I54P24,49,49,0%,2,2,0%
3922,I54P25,49,49,0%,2,2,0%
3923,I54P26,49,49,0%,2,2,0%
3924,I54P27,49,49,0%,2,2,0%
3925,I54P28,49,49,0%,2,2,0%
3926,I54P29,49,49,0%,2,2,0%
3927,I54P30,49,49,0%,2,2,0%
3928,I54P31,49,49,0%,2,2,0%
3929,I55P00,16,16,0%,2,2,0%
3930,I55P01,16,16,0%,2,2,0%
3931,I55P02,16,16,0%,2,2,0%
3932,I55P03,16,16,0%,2,2,0%
3933,I55P04,16,16,0%,2,2,0%
3934,I55P05,16,16,0%,2,2,0%
3935,I55P06,16,16,0%,2,2,0%
3936,I55P07,16,16,0%,2,2,0%
3937,I55P08,16,16,0%,2,2,0%
3938,I55P09,16,16,0%,2,2,0%
3939,I55P10,16,16,0%,2,2,0%
3940,I55P11,16,16,0%,2,2,0%
3941,I55P12,16,16,0%,2,2,0%
3942,I55P13,16,16,0%,2,2,0%
3943,I55P14,16,16,0%,2,2,0%
3944,I55P15,16,16,0%,2,2,0%
3945,I55P16,16,16,0%,2,2,0%
3946,I55P17,16,16,0%,2,2,0%
3947,I55P18,16,16,0%,2,2,0%
3948,I55P19,16,16,0%,2,2,0%
3949,I55P20,16,16,0%,2,2,0%
3950,I55P21,16,16,0%,2,2,0%
3951,I55P22,16,16,0%,2,2,0%
3952,I55P23,16,16,0%,2,2,0%
3953,I55P24,16,16,0%,2,2,0%
3954,I55P25,16,16,0%,2,2,0%
3955,I55P26,16,16,0%,2,2,0%
3956,I55P27,16,16,0%,2,2,0%
3957,I55P28,16,16,0%,2,2,0%
3958,I55P29,16,16,0%,2,2,0%
3959,I55P30,16,16,0%,2,2,0%
3960,I55P31,16,16,0%,2,2,0%
3961,I55P32,16,16,0%,2,2,0%
3962,I55P33,16,16,0%,2,2,0%
3963,I55P34,16,16,0%,2,2,0%
3964,I55P35,16,16,0%,2,2,0%
3965,I55P36,16,16,0%,2,2,0%
3966,I55P37,16,16,0%,2,2,0%
3967,I55P38,16,16,0%,2,2,0%
3968,I55P39,16,16,0%,2,2,0%
3969,I55P40,16,16,0%,2,2,0%
3970,I55P41,16,16,0%,2,2,0%
3971,I55P42,16,16,0%,2,2,0%
3972,I55P43,16,16,0%,2,2,0%
3973,I55P44,16,16,0%,2,2,0%
3974,I55P45,16,16,0%,2,2,0%
3975,I55P46,16,16,0%,2,2,0%
3976,I55P47,16,16,0%,2,2,0%
3977,I55P48,16,16,0%,2,2,0%
3978,I55P49,16,16,0%,2,2,0%
3979,I55P50,16,16,0%,2,2,0%
3980,I55P51,16,16,0%,2,2,0%
3981,I55P52,16,16,0%,2,2,0%
3982,I55P53,16,16,0%,2,2,0%
3983,I55P54,16,16,0%,2,2,0%
3984,I55P55,16,16,0%,2,2,0%
3985,I55P56,16,16,0%,2,2,0%
3986,I55P57,16,16,0%,2,2,0%
3987,I55P58,16,16,0%,2,2,0%
3988,I55P59,16,16,0%,2,2,0%
3989,I55P60,16,16,0%,2,2,0%
3990,I55P61,16,16,0%,2,2,0%
3991,I55P62,16,16,0%,2,2,0%
3992,I55P63,16,16,0%,2,2,0%
3993,I55P64,16,16,0%,2,2,0%
3994,I55P65,16,16,0%,2,2,0%
3995,I55P66,16,16,0%,2,2,0%
3996,I56P00,133,50,62%,3,3,0%
3997,I56P01,133,50,62%,3,3,0%
3998,I56P02,133,50,62%,3,3,0%
3999,I56P03,133,50,62%,3,3,0%
4000,I56P04,133,50,62%,3,3,0%
4001,I56P05,133,50,62%,3,3,0%
4002,I56P06,133,50,62%,3,3,0%
4003,I56P07,133,50,62%,3,3,0%
4004,I56P08,133,50,62%,3,3,0%
4005,I56P09,133,50,62%,3,3,0%
4006,I56P10,133,50,62%,3,3,0%
4007,I56P11,133,50,62%,3,3,0%
4008,I56P12,133,50,62%,3,3,0%
4009,I56P13,133,50,62%,3,3,0%
4010,I56P14,133,50,62%,3,3,0%
4011,I56P15,133,50,62%,3,3,0%
4012,I56P16,133,50,62%,3,3,0%
4013,I57P00,328,49,85%,3,3,0%
4014,I57P01,328,49,85%,3,3,0%
4015,I57P02,328,49,85%,3,3,0%
4016,I57P03,328,49,85%,3,3,0%
4017,I57P04,328,49,85%,3,3,0%
4018,I57P05,328,49,85%,3,3,0%
4019,I57P06,328,49,85%,3,3,0%
4020,I57P07,328,49,85%,3,3,0%
4021,I57P08,328,49,85%,3,3,0%
4022,I57P09,328,49,85%,3,3,0%
4023,I57P10,328,49,85%,3,3,0%
4024,I57P11,328,49,85%,3,3,0%
4025,I57P12,328,49,85%,3,3,0%
4026,I57P13,328,49,85%,3,3,0%
4027,I57P14,328,49,85%,3,3,0%
4028,I57P15,328,49,85%,3,3,0%
4029,I57P16,328,49,85%,3,3,0%
4030,I57P17,328,49,85%,3,3,0%
4031,I57P18,328,49,85%,3,3,0%
4032,I57P19,328,49,85%,3,3,0%
4033,I57P20,328,49,85%,3,3,0%
4034,I57P21,328,49,85%,3,3,0%
4035,I57P22,328,49,85%,3,3,0%
4036,I57P23,328,49,85%,3,3,0%
4037,I57P24,328,49,85%,3,3,0%
4038,I57P25,328,49,85%,3,3,0%
4039,I57P26,328,49,85%,3,3,0%
4040,I57P27,328,49,85%,3,3,0%
4041,I57P28,328,49,85%,3,3,0%
4042,I57P29,328,49,85%,3,3,0%
4043,I57P30,328,49,85%,3,3,0%
4044,I57P31,328,49,85%,3,3,0%
4045,I57P32,328,49,85%,3,3,0%
4046,I57P33,328,49,85%,3,3,0%
4047,I58P00,50,50,0%,3,3,0%
4048,I58P01,50,50,0%,3,3,0%
4049,I58P02,50,50,0%,3,3,0%
