entity,orig_node,final_node,node_reduce,orig_arc,final_arc,arc_reduce,orig_sdArc,final_sdArc,sdArc_reduce
I200P11,3,3,0%,2,2,0%,2,2,0%
I200P12,3,3,0%,2,2,0%,2,2,0%
I200P13,3,3,0%,2,2,0%,2,2,0%
I200P14,3,3,0%,2,2,0%,2,2,0%
I200P15,3,3,0%,2,2,0%,2,2,0%
I200P16,3,3,0%,2,2,0%,2,2,0%
I200P17,3,3,0%,2,2,0%,2,2,0%
I200P18,3,3,0%,2,2,0%,2,2,0%
I200P19,3,3,0%,2,2,0%,2,2,0%
I200P20,3,3,0%,2,2,0%,2,2,0%
I200P21,3,3,0%,2,2,0%,2,2,0%
I200P22,3,3,0%,2,2,0%,2,2,0%
I200P23,3,3,0%,2,2,0%,2,2,0%
I200P24,3,3,0%,2,2,0%,2,2,0%
I200P25,3,3,0%,2,2,0%,2,2,0%
I200P26,3,3,0%,2,2,0%,2,2,0%
I200P27,3,3,0%,2,2,0%,2,2,0%
I200P28,3,3,0%,2,2,0%,2,2,0%
I200P29,3,3,0%,2,2,0%,2,2,0%
I200P30,3,3,0%,2,2,0%,2,2,0%
I200P31,3,3,0%,2,2,0%,2,2,0%
I200P32,3,3,0%,2,2,0%,2,2,0%
I200P33,3,3,0%,2,2,0%,2,2,0%
I200P34,3,3,0%,2,2,0%,2,2,0%
I200P35,3,3,0%,2,2,0%,2,2,0%
I200P36,3,3,0%,2,2,0%,2,2,0%
I200P37,3,3,0%,2,2,0%,2,2,0%
I200P38,3,3,0%,2,2,0%,2,2,0%
I200P39,3,3,0%,2,2,0%,2,2,0%
I200P40,3,3,0%,2,2,0%,2,2,0%
I200P41,3,3,0%,2,2,0%,2,2,0%
I200P42,3,3,0%,2,2,0%,2,2,0%
I200P43,3,3,0%,2,2,0%,2,2,0%
I200P44,3,3,0%,2,2,0%,2,2,0%
I200P45,3,3,0%,2,2,0%,2,2,0%
I200P46,3,3,0%,2,2,0%,2,2,0%
I200P47,3,3,0%,2,2,0%,2,2,0%
I200P48,3,3,0%,2,2,0%,2,2,0%
I200P49,3,3,0%,2,2,0%,2,2,0%
I200P50,3,3,0%,2,2,0%,2,2,0%
I200P51,3,3,0%,2,2,0%,2,2,0%
I200P52,3,3,0%,2,2,0%,2,2,0%
I200P53,3,3,0%,2,2,0%,2,2,0%
I200P54,3,3,0%,2,2,0%,2,2,0%
I200P55,3,3,0%,2,2,0%,2,2,0%
I200P56,3,3,0%,2,2,0%,2,2,0%
I200P57,3,3,0%,2,2,0%,2,2,0%
I200P58,3,3,0%,2,2,0%,2,2,0%
I200P59,3,3,0%,2,2,0%,2,2,0%
I200P60,3,3,0%,2,2,0%,2,2,0%
I200P61,3,3,0%,2,2,0%,2,2,0%
I200P62,3,3,0%,2,2,0%,2,2,0%
I200P63,3,3,0%,2,2,0%,2,2,0%
I200P64,3,3,0%,2,2,0%,2,2,0%
I200P65,3,3,0%,2,2,0%,2,2,0%
I200P66,3,3,0%,2,2,0%,2,2,0%
I200P67,3,3,0%,2,2,0%,2,2,0%
I200P68,3,3,0%,2,2,0%,2,2,0%
I200P69,3,3,0%,2,2,0%,2,2,0%
I200P70,3,3,0%,2,2,0%,2,2,0%
I200P71,3,3,0%,2,2,0%,2,2,0%
I200P72,3,3,0%,2,2,0%,2,2,0%
I200P73,3,3,0%,2,2,0%,2,2,0%
I200P74,3,3,0%,2,2,0%,2,2,0%
I200P75,3,3,0%,2,2,0%,2,2,0%
I200P76,3,3,0%,2,2,0%,2,2,0%
I200P77,3,3,0%,2,2,0%,2,2,0%
I200P78,3,3,0%,2,2,0%,2,2,0%
I200P79,3,3,0%,2,2,0%,2,2,0%
I200P80,3,3,0%,2,2,0%,2,2,0%
I200P81,3,3,0%,2,2,0%,2,2,0%
I200P82,3,3,0%,2,2,0%,2,2,0%
I200P83,3,3,0%,2,2,0%,2,2,0%
I200P84,3,3,0%,2,2,0%,2,2,0%
I200P85,3,3,0%,2,2,0%,2,2,0%
I200P86,3,3,0%,2,2,0%,2,2,0%
I200P87,3,3,0%,2,2,0%,2,2,0%
I200P88,3,3,0%,2,2,0%,2,2,0%
I200P89,3,3,0%,2,2,0%,2,2,0%
I200P90,3,3,0%,2,2,0%,2,2,0%
I200P91,3,3,0%,2,2,0%,2,2,0%
I200P92,3,3,0%,2,2,0%,2,2,0%
I200P93,3,3,0%,2,2,0%,2,2,0%
I200P94,3,3,0%,2,2,0%,2,2,0%
I200P95,3,3,0%,2,2,0%,2,2,0%
I201P00,3,3,0%,2,2,0%,2,2,0%
I201P01,3,3,0%,2,2,0%,2,2,0%
I201P02,3,3,0%,2,2,0%,2,2,0%
I201P03,3,3,0%,2,2,0%,2,2,0%
I201P04,3,3,0%,2,2,0%,2,2,0%
I201P05,3,3,0%,2,2,0%,2,2,0%
I201P06,3,3,0%,2,2,0%,2,2,0%
I201P07,3,3,0%,2,2,0%,2,2,0%
I201P08,3,3,0%,2,2,0%,2,2,0%
I201P09,3,3,0%,2,2,0%,2,2,0%
I201P10,3,3,0%,2,2,0%,2,2,0%
I201P11,3,3,0%,2,2,0%,2,2,0%
I201P12,3,3,0%,2,2,0%,2,2,0%
I201P13,3,3,0%,2,2,0%,2,2,0%
I201P14,3,3,0%,2,2,0%,2,2,0%
I201P15,3,3,0%,2,2,0%,2,2,0%
I201P16,3,3,0%,2,2,0%,2,2,0%
I201P17,3,3,0%,2,2,0%,2,2,0%
I201P18,3,3,0%,2,2,0%,2,2,0%
I201P19,3,3,0%,2,2,0%,2,2,0%
I201P20,3,3,0%,2,2,0%,2,2,0%
I201P21,3,3,0%,2,2,0%,2,2,0%
I201P22,3,3,0%,2,2,0%,2,2,0%
I201P23,3,3,0%,2,2,0%,2,2,0%
I201P24,3,3,0%,2,2,0%,2,2,0%
I201P25,3,3,0%,2,2,0%,2,2,0%
I201P26,3,3,0%,2,2,0%,2,2,0%
I201P27,3,3,0%,2,2,0%,2,2,0%
I201P28,3,3,0%,2,2,0%,2,2,0%
I201P29,3,3,0%,2,2,0%,2,2,0%
I201P30,3,3,0%,2,2,0%,2,2,0%
I201P31,3,3,0%,2,2,0%,2,2,0%
I201P32,3,3,0%,2,2,0%,2,2,0%
I201P33,3,3,0%,2,2,0%,2,2,0%
I201P34,3,3,0%,2,2,0%,2,2,0%
I201P35,3,3,0%,2,2,0%,2,2,0%
I201P36,3,3,0%,2,2,0%,2,2,0%
I201P37,3,3,0%,2,2,0%,2,2,0%
I201P38,3,3,0%,2,2,0%,2,2,0%
I201P39,3,3,0%,2,2,0%,2,2,0%
I201P40,3,3,0%,2,2,0%,2,2,0%
I201P41,3,3,0%,2,2,0%,2,2,0%
I201P42,3,3,0%,2,2,0%,2,2,0%
I201P43,3,3,0%,2,2,0%,2,2,0%
I201P44,3,3,0%,2,2,0%,2,2,0%
I201P45,3,3,0%,2,2,0%,2,2,0%
I201P46,3,3,0%,2,2,0%,2,2,0%
I201P47,3,3,0%,2,2,0%,2,2,0%
I201P48,3,3,0%,2,2,0%,2,2,0%
I201P49,3,3,0%,2,2,0%,2,2,0%
I201P50,3,3,0%,2,2,0%,2,2,0%
I201P51,3,3,0%,2,2,0%,2,2,0%
I201P52,3,3,0%,2,2,0%,2,2,0%
I201P53,3,3,0%,2,2,0%,2,2,0%
I201P54,3,3,0%,2,2,0%,2,2,0%
I201P55,3,3,0%,2,2,0%,2,2,0%
I201P56,3,3,0%,2,2,0%,2,2,0%
I201P57,3,3,0%,2,2,0%,2,2,0%
I201P58,3,3,0%,2,2,0%,2,2,0%
I201P59,3,3,0%,2,2,0%,2,2,0%
I201P60,3,3,0%,2,2,0%,2,2,0%
I201P61,3,3,0%,2,2,0%,2,2,0%
I201P62,3,3,0%,2,2,0%,2,2,0%
I201P63,3,3,0%,2,2,0%,2,2,0%
I201P64,3,3,0%,2,2,0%,2,2,0%
I201P65,3,3,0%,2,2,0%,2,2,0%
I201P66,3,3,0%,2,2,0%,2,2,0%
I201P67,3,3,0%,2,2,0%,2,2,0%
I201P68,3,3,0%,2,2,0%,2,2,0%
I201P69,3,3,0%,2,2,0%,2,2,0%
I201P70,3,3,0%,2,2,0%,2,2,0%
I201P71,3,3,0%,2,2,0%,2,2,0%
I201P72,3,3,0%,2,2,0%,2,2,0%
I201P73,3,3,0%,2,2,0%,2,2,0%
I201P74,3,3,0%,2,2,0%,2,2,0%
I201P75,3,3,0%,2,2,0%,2,2,0%
I201P76,3,3,0%,2,2,0%,2,2,0%
I201P77,3,3,0%,2,2,0%,2,2,0%
I201P78,3,3,0%,2,2,0%,2,2,0%
I201P79,3,3,0%,2,2,0%,2,2,0%
I201P80,3,3,0%,2,2,0%,2,2,0%
I201P81,3,3,0%,2,2,0%,2,2,0%
I201P82,3,3,0%,2,2,0%,2,2,0%
I201P83,3,3,0%,2,2,0%,2,2,0%
I201P84,3,3,0%,2,2,0%,2,2,0%
I201P85,3,3,0%,2,2,0%,2,2,0%
I201P86,3,3,0%,2,2,0%,2,2,0%
I201P87,3,3,0%,2,2,0%,2,2,0%
I201P88,3,3,0%,2,2,0%,2,2,0%
I201P89,3,3,0%,2,2,0%,2,2,0%
I201P90,3,3,0%,2,2,0%,2,2,0%
I201P91,3,3,0%,2,2,0%,2,2,0%
I201P92,3,3,0%,2,2,0%,2,2,0%
I201P93,3,3,0%,2,2,0%,2,2,0%
I201P94,3,3,0%,2,2,0%,2,2,0%
I201P95,3,3,0%,2,2,0%,2,2,0%
I202P00,3,3,0%,2,2,0%,2,2,0%
I202P01,3,3,0%,2,2,0%,2,2,0%
I202P02,3,3,0%,2,2,0%,2,2,0%
I202P03,3,3,0%,2,2,0%,2,2,0%
I202P04,3,3,0%,2,2,0%,2,2,0%
I202P05,3,3,0%,2,2,0%,2,2,0%
I202P06,3,3,0%,2,2,0%,2,2,0%
I202P07,3,3,0%,2,2,0%,2,2,0%
I202P08,3,3,0%,2,2,0%,2,2,0%
I202P09,3,3,0%,2,2,0%,2,2,0%
I202P10,3,3,0%,2,2,0%,2,2,0%
I202P11,3,3,0%,2,2,0%,2,2,0%
I202P12,3,3,0%,2,2,0%,2,2,0%
I202P13,3,3,0%,2,2,0%,2,2,0%
I202P14,3,3,0%,2,2,0%,2,2,0%
I202P15,3,3,0%,2,2,0%,2,2,0%
I202P16,3,3,0%,2,2,0%,2,2,0%
I202P17,3,3,0%,2,2,0%,2,2,0%
I202P18,3,3,0%,2,2,0%,2,2,0%
I202P19,3,3,0%,2,2,0%,2,2,0%
I202P20,3,3,0%,2,2,0%,2,2,0%
I202P21,3,3,0%,2,2,0%,2,2,0%
I202P22,3,3,0%,2,2,0%,2,2,0%
I202P23,3,3,0%,2,2,0%,2,2,0%
I202P24,3,3,0%,2,2,0%,2,2,0%
I202P25,3,3,0%,2,2,0%,2,2,0%
I202P26,3,3,0%,2,2,0%,2,2,0%
I202P27,3,3,0%,2,2,0%,2,2,0%
I202P28,3,3,0%,2,2,0%,2,2,0%
I202P29,3,3,0%,2,2,0%,2,2,0%
I202P30,3,3,0%,2,2,0%,2,2,0%
I202P31,3,3,0%,2,2,0%,2,2,0%
I202P32,3,3,0%,2,2,0%,2,2,0%
I202P33,3,3,0%,2,2,0%,2,2,0%
I202P34,3,3,0%,2,2,0%,2,2,0%
I202P35,3,3,0%,2,2,0%,2,2,0%
I202P36,3,3,0%,2,2,0%,2,2,0%
I202P37,3,3,0%,2,2,0%,2,2,0%
I202P38,3,3,0%,2,2,0%,2,2,0%
I202P39,3,3,0%,2,2,0%,2,2,0%
I202P40,3,3,0%,2,2,0%,2,2,0%
I202P41,3,3,0%,2,2,0%,2,2,0%
I202P42,3,3,0%,2,2,0%,2,2,0%
I202P43,3,3,0%,2,2,0%,2,2,0%
I202P44,3,3,0%,2,2,0%,2,2,0%
I202P45,3,3,0%,2,2,0%,2,2,0%
I202P46,3,3,0%,2,2,0%,2,2,0%
I202P47,3,3,0%,2,2,0%,2,2,0%
I202P48,3,3,0%,2,2,0%,2,2,0%
I202P49,3,3,0%,2,2,0%,2,2,0%
I202P50,3,3,0%,2,2,0%,2,2,0%
I202P51,3,3,0%,2,2,0%,2,2,0%
I202P52,3,3,0%,2,2,0%,2,2,0%
I202P53,3,3,0%,2,2,0%,2,2,0%
I202P54,3,3,0%,2,2,0%,2,2,0%
I202P55,3,3,0%,2,2,0%,2,2,0%
I202P56,3,3,0%,2,2,0%,2,2,0%
I202P57,3,3,0%,2,2,0%,2,2,0%
I202P58,3,3,0%,2,2,0%,2,2,0%
I202P59,3,3,0%,2,2,0%,2,2,0%
I202P60,3,3,0%,2,2,0%,2,2,0%
I202P61,3,3,0%,2,2,0%,2,2,0%
I202P62,3,3,0%,2,2,0%,2,2,0%
I202P63,3,3,0%,2,2,0%,2,2,0%
I202P64,3,3,0%,2,2,0%,2,2,0%
I202P65,3,3,0%,2,2,0%,2,2,0%
I202P66,3,3,0%,2,2,0%,2,2,0%
I202P67,3,3,0%,2,2,0%,2,2,0%
I202P68,3,3,0%,2,2,0%,2,2,0%
I202P69,3,3,0%,2,2,0%,2,2,0%
I202P70,3,3,0%,2,2,0%,2,2,0%
I202P71,3,3,0%,2,2,0%,2,2,0%
I202P72,3,3,0%,2,2,0%,2,2,0%
I202P73,3,3,0%,2,2,0%,2,2,0%
I202P74,3,3,0%,2,2,0%,2,2,0%
I202P75,3,3,0%,2,2,0%,2,2,0%
I202P76,3,3,0%,2,2,0%,2,2,0%
I202P77,3,3,0%,2,2,0%,2,2,0%
I202P78,3,3,0%,2,2,0%,2,2,0%
I202P79,3,3,0%,2,2,0%,2,2,0%
I202P80,3,3,0%,2,2,0%,2,2,0%
I202P81,3,3,0%,2,2,0%,2,2,0%
I202P82,3,3,0%,2,2,0%,2,2,0%
I202P83,3,3,0%,2,2,0%,2,2,0%
I202P84,3,3,0%,2,2,0%,2,2,0%
I202P85,3,3,0%,2,2,0%,2,2,0%
I202P86,3,3,0%,2,2,0%,2,2,0%
I202P87,3,3,0%,2,2,0%,2,2,0%
I202P88,3,3,0%,2,2,0%,2,2,0%
I202P89,3,3,0%,2,2,0%,2,2,0%
I202P90,3,3,0%,2,2,0%,2,2,0%
I202P91,3,3,0%,2,2,0%,2,2,0%
I202P92,3,3,0%,2,2,0%,2,2,0%
I202P93,3,3,0%,2,2,0%,2,2,0%
I202P94,3,3,0%,2,2,0%,2,2,0%
I202P95,3,3,0%,2,2,0%,2,2,0%
I203P00,3,3,0%,2,2,0%,2,2,0%
I203P01,3,3,0%,2,2,0%,2,2,0%
I203P02,3,3,0%,2,2,0%,2,2,0%
I203P03,3,3,0%,2,2,0%,2,2,0%
I203P04,3,3,0%,2,2,0%,2,2,0%
I203P05,3,3,0%,2,2,0%,2,2,0%
I203P06,3,3,0%,2,2,0%,2,2,0%
I203P07,3,3,0%,2,2,0%,2,2,0%
I203P08,3,3,0%,2,2,0%,2,2,0%
I203P09,3,3,0%,2,2,0%,2,2,0%
I203P10,3,3,0%,2,2,0%,2,2,0%
I203P11,3,3,0%,2,2,0%,2,2,0%
I203P12,3,3,0%,2,2,0%,2,2,0%
I203P13,3,3,0%,2,2,0%,2,2,0%
I203P14,3,3,0%,2,2,0%,2,2,0%
I203P15,3,3,0%,2,2,0%,2,2,0%
I203P16,3,3,0%,2,2,0%,2,2,0%
I203P17,3,3,0%,2,2,0%,2,2,0%
I203P18,3,3,0%,2,2,0%,2,2,0%
I203P19,3,3,0%,2,2,0%,2,2,0%
I203P20,3,3,0%,2,2,0%,2,2,0%
I203P21,3,3,0%,2,2,0%,2,2,0%
I203P22,3,3,0%,2,2,0%,2,2,0%
I203P23,3,3,0%,2,2,0%,2,2,0%
I203P24,3,3,0%,2,2,0%,2,2,0%
I203P25,3,3,0%,2,2,0%,2,2,0%
I203P26,3,3,0%,2,2,0%,2,2,0%
I203P27,3,3,0%,2,2,0%,2,2,0%
I203P28,3,3,0%,2,2,0%,2,2,0%
I203P29,3,3,0%,2,2,0%,2,2,0%
I203P30,3,3,0%,2,2,0%,2,2,0%
I203P31,3,3,0%,2,2,0%,2,2,0%
I203P32,3,3,0%,2,2,0%,2,2,0%
I203P33,3,3,0%,2,2,0%,2,2,0%
I203P34,3,3,0%,2,2,0%,2,2,0%
I203P35,3,3,0%,2,2,0%,2,2,0%
I203P36,3,3,0%,2,2,0%,2,2,0%
I203P37,3,3,0%,2,2,0%,2,2,0%
I203P38,3,3,0%,2,2,0%,2,2,0%
I203P39,3,3,0%,2,2,0%,2,2,0%
I203P40,3,3,0%,2,2,0%,2,2,0%
I203P41,3,3,0%,2,2,0%,2,2,0%
I203P42,3,3,0%,2,2,0%,2,2,0%
I203P43,3,3,0%,2,2,0%,2,2,0%
I203P44,3,3,0%,2,2,0%,2,2,0%
I203P45,3,3,0%,2,2,0%,2,2,0%
I203P46,3,3,0%,2,2,0%,2,2,0%
I203P47,3,3,0%,2,2,0%,2,2,0%
I203P48,3,3,0%,2,2,0%,2,2,0%
I203P49,3,3,0%,2,2,0%,2,2,0%
I203P50,3,3,0%,2,2,0%,2,2,0%
I203P51,3,3,0%,2,2,0%,2,2,0%
I203P52,3,3,0%,2,2,0%,2,2,0%
I203P53,3,3,0%,2,2,0%,2,2,0%
I203P54,3,3,0%,2,2,0%,2,2,0%
I203P55,3,3,0%,2,2,0%,2,2,0%
I203P56,3,3,0%,2,2,0%,2,2,0%
I203P57,3,3,0%,2,2,0%,2,2,0%
I203P58,3,3,0%,2,2,0%,2,2,0%
I203P59,3,3,0%,2,2,0%,2,2,0%
I203P60,3,3,0%,2,2,0%,2,2,0%
I203P61,3,3,0%,2,2,0%,2,2,0%
I203P62,3,3,0%,2,2,0%,2,2,0%
I203P63,3,3,0%,2,2,0%,2,2,0%
I203P64,3,3,0%,2,2,0%,2,2,0%
I203P65,3,3,0%,2,2,0%,2,2,0%
I203P66,3,3,0%,2,2,0%,2,2,0%
I203P67,3,3,0%,2,2,0%,2,2,0%
I203P68,3,3,0%,2,2,0%,2,2,0%
I203P69,3,3,0%,2,2,0%,2,2,0%
I203P70,3,3,0%,2,2,0%,2,2,0%
I203P71,3,3,0%,2,2,0%,2,2,0%
I203P72,3,3,0%,2,2,0%,2,2,0%
I203P73,3,3,0%,2,2,0%,2,2,0%
I203P74,3,3,0%,2,2,0%,2,2,0%
I203P75,3,3,0%,2,2,0%,2,2,0%
I203P76,3,3,0%,2,2,0%,2,2,0%
I203P77,3,3,0%,2,2,0%,2,2,0%
I203P78,3,3,0%,2,2,0%,2,2,0%
I203P79,3,3,0%,2,2,0%,2,2,0%
I203P80,3,3,0%,2,2,0%,2,2,0%
I203P81,3,3,0%,2,2,0%,2,2,0%
I203P82,3,3,0%,2,2,0%,2,2,0%
I203P83,3,3,0%,2,2,0%,2,2,0%
I203P84,3,3,0%,2,2,0%,2,2,0%
I203P85,3,3,0%,2,2,0%,2,2,0%
I203P86,3,3,0%,2,2,0%,2,2,0%
I203P87,3,3,0%,2,2,0%,2,2,0%
I203P88,3,3,0%,2,2,0%,2,2,0%
I203P89,3,3,0%,2,2,0%,2,2,0%
I203P90,3,3,0%,2,2,0%,2,2,0%
I203P91,3,3,0%,2,2,0%,2,2,0%
I203P92,3,3,0%,2,2,0%,2,2,0%
I203P93,3,3,0%,2,2,0%,2,2,0%
I203P94,3,3,0%,2,2,0%,2,2,0%
I203P95,3,3,0%,2,2,0%,2,2,0%
I204P00,4,4,0%,4,4,0%,2,2,0%
I204P01,4,4,0%,4,4,0%,2,2,0%
I204P02,4,4,0%,4,4,0%,2,2,0%
I204P03,4,4,0%,4,4,0%,2,2,0%
I204P04,4,4,0%,4,4,0%,2,2,0%
I204P05,4,4,0%,4,4,0%,2,2,0%
I204P06,4,4,0%,4,4,0%,2,2,0%
I204P07,4,4,0%,4,4,0%,2,2,0%
I204P08,4,4,0%,4,4,0%,2,2,0%
I204P09,4,4,0%,4,4,0%,2,2,0%
I204P10,4,4,0%,4,4,0%,2,2,0%
I204P11,4,4,0%,4,4,0%,2,2,0%
I204P12,4,4,0%,4,4,0%,2,2,0%
I204P13,4,4,0%,4,4,0%,2,2,0%
I204P14,4,4,0%,4,4,0%,2,2,0%
I204P15,4,4,0%,4,4,0%,2,2,0%
I204P16,4,4,0%,4,4,0%,2,2,0%
I204P17,4,4,0%,4,4,0%,2,2,0%
I204P18,4,4,0%,4,4,0%,2,2,0%
I204P19,4,4,0%,4,4,0%,2,2,0%
I204P20,4,4,0%,4,4,0%,2,2,0%
I204P21,4,4,0%,4,4,0%,2,2,0%
I204P22,4,4,0%,4,4,0%,2,2,0%
I204P23,4,4,0%,4,4,0%,2,2,0%
I204P24,4,4,0%,4,4,0%,2,2,0%
I204P25,4,4,0%,4,4,0%,2,2,0%
I204P26,4,4,0%,4,4,0%,2,2,0%
I204P27,4,4,0%,4,4,0%,2,2,0%
I204P28,4,4,0%,4,4,0%,2,2,0%
I204P29,4,4,0%,4,4,0%,2,2,0%
I204P30,4,4,0%,4,4,0%,2,2,0%
I204P31,4,4,0%,4,4,0%,2,2,0%
I204P32,4,4,0%,4,4,0%,2,2,0%
I204P33,4,4,0%,4,4,0%,2,2,0%
I204P34,4,4,0%,4,4,0%,2,2,0%
I204P35,4,4,0%,4,4,0%,2,2,0%
I204P36,4,4,0%,4,4,0%,2,2,0%
I204P37,4,4,0%,4,4,0%,2,2,0%
I204P38,4,4,0%,4,4,0%,2,2,0%
I204P39,4,4,0%,4,4,0%,2,2,0%
I204P40,4,4,0%,4,4,0%,2,2,0%
I204P41,4,4,0%,4,4,0%,2,2,0%
I204P42,4,4,0%,4,4,0%,2,2,0%
I204P43,4,4,0%,4,4,0%,2,2,0%
I204P44,4,4,0%,4,4,0%,2,2,0%
I204P45,4,4,0%,4,4,0%,2,2,0%
I204P46,4,4,0%,4,4,0%,2,2,0%
I204P47,4,4,0%,4,4,0%,2,2,0%
I204P48,4,4,0%,4,4,0%,2,2,0%
I204P49,4,4,0%,4,4,0%,2,2,0%
I204P50,4,4,0%,4,4,0%,2,2,0%
I204P51,4,4,0%,4,4,0%,2,2,0%
I204P52,4,4,0%,4,4,0%,2,2,0%
I204P53,4,4,0%,4,4,0%,2,2,0%
I204P54,4,4,0%,4,4,0%,2,2,0%
I204P55,4,4,0%,4,4,0%,2,2,0%
I204P56,4,4,0%,4,4,0%,2,2,0%
I204P57,4,4,0%,4,4,0%,2,2,0%
I204P58,4,4,0%,4,4,0%,2,2,0%
I204P59,4,4,0%,4,4,0%,2,2,0%
I204P60,4,4,0%,4,4,0%,2,2,0%
I204P61,4,4,0%,4,4,0%,2,2,0%
I204P62,4,4,0%,4,4,0%,2,2,0%
I204P63,4,4,0%,4,4,0%,2,2,0%
I204P64,4,4,0%,4,4,0%,2,2,0%
I204P65,4,4,0%,4,4,0%,2,2,0%
I204P66,4,4,0%,4,4,0%,2,2,0%
I204P67,4,4,0%,4,4,0%,2,2,0%
I204P68,4,4,0%,4,4,0%,2,2,0%
I204P69,4,4,0%,4,4,0%,2,2,0%
I204P70,4,4,0%,4,4,0%,2,2,0%
I204P71,4,4,0%,4,4,0%,2,2,0%
I204P72,4,4,0%,4,4,0%,2,2,0%
I204P73,4,4,0%,4,4,0%,2,2,0%
I204P74,4,4,0%,4,4,0%,2,2,0%
I204P75,4,4,0%,4,4,0%,2,2,0%
I204P76,4,4,0%,4,4,0%,2,2,0%
I204P77,4,4,0%,4,4,0%,2,2,0%
I204P78,4,4,0%,4,4,0%,2,2,0%
I204P79,4,4,0%,4,4,0%,2,2,0%
I204P80,4,4,0%,4,4,0%,2,2,0%
I204P81,4,4,0%,4,4,0%,2,2,0%
I204P82,4,4,0%,4,4,0%,2,2,0%
I204P83,4,4,0%,4,4,0%,2,2,0%
I204P84,4,4,0%,4,4,0%,2,2,0%
I204P85,4,4,0%,4,4,0%,2,2,0%
I204P86,4,4,0%,4,4,0%,2,2,0%
I204P87,4,4,0%,4,4,0%,2,2,0%
I204P88,4,4,0%,4,4,0%,2,2,0%
I204P89,4,4,0%,4,4,0%,2,2,0%
I204P90,4,4,0%,4,4,0%,2,2,0%
I204P91,4,4,0%,4,4,0%,2,2,0%
I204P92,4,4,0%,4,4,0%,2,2,0%
I204P93,4,4,0%,4,4,0%,2,2,0%
I204P94,4,4,0%,4,4,0%,2,2,0%
I204P95,4,4,0%,4,4,0%,2,2,0%
I205P00,3,3,0%,2,2,0%,2,2,0%
I205P01,3,3,0%,2,2,0%,2,2,0%
I205P02,3,3,0%,2,2,0%,2,2,0%
I205P03,3,3,0%,2,2,0%,2,2,0%
I205P04,3,3,0%,2,2,0%,2,2,0%
I205P05,3,3,0%,2,2,0%,2,2,0%
I205P06,3,3,0%,2,2,0%,2,2,0%
I205P07,3,3,0%,2,2,0%,2,2,0%
I205P08,3,3,0%,2,2,0%,2,2,0%
I205P09,3,3,0%,2,2,0%,2,2,0%
I205P10,3,3,0%,2,2,0%,2,2,0%
I205P11,3,3,0%,2,2,0%,2,2,0%
I205P12,3,3,0%,2,2,0%,2,2,0%
I205P13,3,3,0%,2,2,0%,2,2,0%
I205P14,3,3,0%,2,2,0%,2,2,0%
I205P15,3,3,0%,2,2,0%,2,2,0%
I205P16,3,3,0%,2,2,0%,2,2,0%
I205P17,3,3,0%,2,2,0%,2,2,0%
I205P18,3,3,0%,2,2,0%,2,2,0%
I205P19,3,3,0%,2,2,0%,2,2,0%
I205P20,3,3,0%,2,2,0%,2,2,0%
I205P21,3,3,0%,2,2,0%,2,2,0%
I205P22,3,3,0%,2,2,0%,2,2,0%
I205P23,3,3,0%,2,2,0%,2,2,0%
I205P24,3,3,0%,2,2,0%,2,2,0%
I205P25,3,3,0%,2,2,0%,2,2,0%
I205P26,3,3,0%,2,2,0%,2,2,0%
I205P27,3,3,0%,2,2,0%,2,2,0%
I205P28,3,3,0%,2,2,0%,2,2,0%
I205P29,3,3,0%,2,2,0%,2,2,0%
I205P30,3,3,0%,2,2,0%,2,2,0%
I205P31,3,3,0%,2,2,0%,2,2,0%
I205P32,3,3,0%,2,2,0%,2,2,0%
I205P33,3,3,0%,2,2,0%,2,2,0%
I205P34,3,3,0%,2,2,0%,2,2,0%
I205P35,3,3,0%,2,2,0%,2,2,0%
I205P36,3,3,0%,2,2,0%,2,2,0%
I205P37,3,3,0%,2,2,0%,2,2,0%
I205P38,3,3,0%,2,2,0%,2,2,0%
I205P39,3,3,0%,2,2,0%,2,2,0%
I205P40,3,3,0%,2,2,0%,2,2,0%
I205P41,3,3,0%,2,2,0%,2,2,0%
I205P42,3,3,0%,2,2,0%,2,2,0%
I205P43,3,3,0%,2,2,0%,2,2,0%
I205P44,3,3,0%,2,2,0%,2,2,0%
I205P45,3,3,0%,2,2,0%,2,2,0%
I205P46,3,3,0%,2,2,0%,2,2,0%
I205P47,3,3,0%,2,2,0%,2,2,0%
I205P48,3,3,0%,2,2,0%,2,2,0%
I205P49,3,3,0%,2,2,0%,2,2,0%
I205P50,3,3,0%,2,2,0%,2,2,0%
I205P51,3,3,0%,2,2,0%,2,2,0%
I205P52,3,3,0%,2,2,0%,2,2,0%
I205P53,3,3,0%,2,2,0%,2,2,0%
I205P54,3,3,0%,2,2,0%,2,2,0%
I205P55,3,3,0%,2,2,0%,2,2,0%
I205P56,3,3,0%,2,2,0%,2,2,0%
I205P57,3,3,0%,2,2,0%,2,2,0%
I205P58,3,3,0%,2,2,0%,2,2,0%
I205P59,3,3,0%,2,2,0%,2,2,0%
I205P60,3,3,0%,2,2,0%,2,2,0%
I205P61,3,3,0%,2,2,0%,2,2,0%
I205P62,3,3,0%,2,2,0%,2,2,0%
I205P63,3,3,0%,2,2,0%,2,2,0%
I205P64,3,3,0%,2,2,0%,2,2,0%
I205P65,3,3,0%,2,2,0%,2,2,0%
I205P66,3,3,0%,2,2,0%,2,2,0%
